391004	277666	n:m	
391004	195555	n:m	
391004	329984	n:m	
391004	MOUSE34672	n:m	
391004	MOUSE34677	n:m	
391004	100040885	n:m	
391004	665802	n:m	
391004	100040981	n:m	
391004	381724	n:m	
391004	MOUSE36832	n:m	287346
391004	100041032	n:m	
391004	624421	n:m	
391004	MOUSE36839	n:m	
391004	100041102	n:m	
391004	108169097	n:m	
391004	100041253	n:m	
391004	MOUSE36851	n:m	
391004	100041253	n:m	
391004	320549	n:m	
391004	100041354	n:m	
391004	100040981	n:m	
391004	381724	n:m	
391004	MOUSE36864	n:m	
391004	100041354	n:m	
391004	MOUSE55653	n:m	
391004	100041253	n:m	
391004	100041253	n:m	
391004	624421	n:m	
391004	100041102	n:m	
391004	MOUSE55701	n:m	
391004	100041354	n:m	
391004	100041253	n:m	
126755	242735	1:1	847900
HUMAN00304	14726	1:1	873584
7799	110593	1:1	870882
HUMAN00308	MOUSE34631	1:1	712535
55092	214359	1:1	899756
114827	329977	1:1	853761
79180	27984	1:1	859367
11330	MOUSE34625	1:1	
63036	13706	n:1	
HUMAN00318	13706	n:1	581541
23341	214063	1:1	881939
79814	75986	1:1	906680
84301	68817	1:1	866471
23207	69582	1:1	888682
284723	384071	1:1	522624
388595	213989	1:1	870290
54751	74202	1:1	576172
440567	66576	n:1	
23013	56381	1:1	574209
7709	22642	1:1	574181
149563	277744	1:1	813915
27129	29818	1:1	819199
1187	12733	n:m	
1187	MOUSE34593	n:m	
1188	12733	n:m	883175
1188	MOUSE34593	n:m	
348487	277743	1:1	831572
1969	13836	1:1	579420
128272	213649	1:1	576466
79363	76166	1:1	880169
54455	213499	1:1	802703
26099	213491	1:1	758020
374955	329972	1:1	878492
55707	66147	1:1	870448
9696	230872	1:1	577317
4237	MOUSE34570	1:1	859663
23400	74772	1:1	683103
6390	67680	1:1	862709
11240	18600	1:1	565364
29943	18599	1:1	565367
51702	MOUSE34563	1:1	565365
23569	18602	1:1	565366
353238	242726	1:1	565368
55920	108911	1:1	572257
55160	MOUSE34549	1:1	854601
84966	230868	1:1	881374
127707	242721	1:1	856328
5081	18509	1:1	874336
80834	83770	1:1	875807
8659	212647	1:1	512466
126917	212632	1:1	
23352	MOUSE34533	1:1	879907
23065	230866	1:1	677478
51154	69902	1:1	914971
8574	110198	1:1	842632
54896	212555	1:1	878922
832	12345	1:1	519000
440574	433771	n:1	
HUMAN00396	433771	n:1	
4681	17965	1:1	893873
3362	15565	1:1	888401
255104	77056	1:1	707726
54546	MOUSE34507	1:1	780110
23252	73162	1:1	701896
30814	26970	1:1	889869
5320	MOUSE34501	1:1	889871
5322	18784	1:1	889875
26279	18782	1:1	889874
64600	26971	1:1	889867
391013	18781	1:1	889872
127733	212190	1:1	841898
HUMAN00412	75718	1:1	759721
55450	66259	1:1	276030
79594	68350	1:1	871055
163933	625638	1:1	877165
978	72269	1:1	861238
65018	68943	1:1	755504
HUMAN00420	13200	1:1	834035
57576	16559	1:1	573556
400745	230863	1:1	861049
50809	15441	1:1	
HUMAN00426	MOUSE34464	1:1	575942
1889	230857	1:1	901260
249	11647	1:1	692642
5909	110351	1:1	717371
HUMAN00434	170707	1:1	777346
3339	15530	1:1	577737
23436	242711	1:m	
23436	67868	1:m	575227
998	12540	1:1	545032
54361	22417	1:1	892477
2046	13842	1:1	577314
712	12259	1:1	863151
714	12262	1:1	576407
713	12260	1:1	573976
2048	13844	1:1	575142
HUMAN00453	242707	1:1	761238
HUMAN00454	67663	1:1	786826
23028	MOUSE34408	1:1	866000
7798	269593	1:1	879971
3352	15552	1:1	583014
10236	74326	1:1	573598
80818	22704	1:1	578830
6920	21401	1:1	864191
55616	230837	1:1	574013
1870	242705	1:1	790859
3399	15903	1:1	900745
6135	MOUSE19008	1:m	
6135	MOUSE34385	1:m	917591
6924	27224	1:1	575277
57095	66193	1:1	859627
11313	26394	1:1	879547
2582	74246	1:1	571735
3155	15356	1:1	837417
2517	71665	1:1	797998
1269	12802	1:1	574864
55629	52830	1:1	332843
10772	14105	1:1	574776
127294	242702	1:1	865346
58985	230828	1:1	840469
163702	242700	1:1	849215
57822	230824	1:1	806144
90529	78806	1:1	852152
57185	74552	1:1	546076
11123	53902	1:1	900758
400746	230822	1:1	850558
HUMAN00494	51796	1:1	572386
25932	29876	1:1	886284
864	12399	1:1	857854
25949	68592	1:1	906213
57035	27981	1:1	574799
HUMAN00499	19746	n:1	
23585	71817	1:1	863889
HUMAN00502	19746	n:1	531770
55219	66146	1:1	574650
26119	100017	1:1	892856
57134	230815	1:1	693318
57190	74777	1:1	898779
56181	76824	1:1	331837
79000	69885	1:1	800033
164091	71904	1:1	821022
3925	16765	1:1	862786
5051	MOUSE34313	1:1	550151
2134	56219	1:1	905599
7780	230810	1:1	855331
84676	433766	1:1	537356
149420	230809	1:1	833142
79927	72690	1:1	865823
110806296	MOUSE34301	1:1	758094
HUMAN00522	MOUSE34300	1:1	277280
10256	194231	1:1	539129
HUMAN00525	329954	1:1	801640
64793	70012	1:1	889697
83442	73723	1:1	577429
91544	67586	1:1	864044
55057	230806	1:1	793473
257101	MOUSE34278	1:1	849514
79727	83557	1:1	579190
79947	MOUSE34273	1:1	917764
3151	MOUSE18732	1:m	
3151	15331	1:m	
3151	15331	1:m	
6195	20111	1:1	574984
8289	93760	1:1	574122
55650	230801	1:1	572285
84243	503610	1:1	808991
2810	55948	1:1	809550
54707	100210	1:1	854963
63906	242691	1:1	859837
10726	18221	1:1	717418
8431	23957	1:1	296005
126695	69073	1:1	900031
388610	69539	1:1	817546
115572	100342	1:1	702455
23038	230796	1:1	762354
HUMAN00566	52174	1:1	881066
84958	269589	1:1	864750
9064	53608	1:1	910669
388611	69655	1:1	837392
2827	14748	1:1	582421
10163	242687	1:1	574480
27245	230793	1:1	878201
2268	14191	1:1	578106
199870	230789	1:1	574837
23673	100226	1:1	522123
5511	100336	1:1	903252
9473	230787	1:1	848187
HUMAN00583	19891	1:1	903683
27293	100340	1:1	715489
55113	381560	1:1	857531
2140	MOUSE34209	1:1	797091
5724	19204	1:1	293421
22826	68598	1:1	804843
93974	MOUSE34194	1:1	894300
83667	230784	1:1	840462
54797	67219	1:1	842500
65979	100169	1:1	573751
1104	100088	1:1	572094
54952	71787	1:1	573269
6883	66464	1:1	573649
10691	56809	1:1	894128
51441	213541	1:1	839931
4985	18386	1:1	574362
2035	MOUSE34159	1:1	861287
399474	623230	1:1	805050
6429	57317	1:1	574817
51102	26922	1:1	835696
10076	19273	1:1	845336
4146	17180	1:1	874006
7805	16792	1:1	840526
9672	20970	1:1	579588
HUMAN00622	80912	1:1	523271
79570	67149	1:1	863133
9410	66585	1:1	571953
51538	619605	1:1	578179
2170	14077	1:1	853518
347735	230779	1:1	781086
64129	94242	1:1	790306
3061	230777	1:1	577031
553115	67898	1:1	573527
1307	MOUSE34116	1:1	577529
576	230775	1:1	288524
90853	MOUSE34102	1:1	809665
8073	19244	1:1	839582
10657	20218	1:1	678514
55116	230770	1:1	874619
23633	MOUSE34094	1:1	538326
200081	109658	1:1	574691
79140	66264	1:1	887874
55721	230767	1:1	285906
149069	MOUSE34081	1:1	577909
56063	76799	1:1	881983
8668	54709	1:1	571812
84734	230766	1:1	812598
HUMAN00659	16818	1:1	575971
3065	MOUSE18670	1:m	
3065	433759	1:m	857693
65108	17357	1:1	574680
81629	58864	1:1	573551
100128071	68233	1:1	285601
55108	100383	1:1	887266
HUMAN00666	215627	1:1	885548
653121	73680	1:1	575806
339487	67106	1:1	900156
5928	19646	1:1	518940
HUMAN00676	68828	1:1	826411
57648	97130	1:1	574682
8565	MOUSE34043	1:1	911131
64766	74648	1:1	802816
HUMAN00681	384061	1:1	874247
3208	MOUSE34034	1:1	574767
113452	66260	1:1	696965
127544	75234	1:1	520420
204	11637	1:1	916299
113451	242669	1:1	853888
55223	67525	1:1	537358
149076	230761	1:1	575135
127550	MOUSE34012	1:1	706793
1912	54383	1:1	575424
7579	269585	1:1	810719
114784	329942	1:1	288375
127540	69317	1:1	575765
84970	635169	1:1	835605
113444	80284	1:1	845789
2709	14622	1:1	805058
127534	14621	1:1	805057
2707	14620	1:1	330208
2701	14612	1:1	873632
58512	242667	1:1	878491
100506144	100039968	1:1	890993
9204	100177	1:1	288645
79830	MOUSE33982	1:1	829045
6421	71514	1:1	575323
9202	67785	1:1	773921
79932	100317	1:1	903974
23154	26562	1:1	773813
339488	332937	1:1	865005
5690	26445	1:1	914993
127703	230757	1:1	839909
63967	269582	1:1	572865
192670	76850	1:1	750816
26523	236511	1:1	750817
192669	214150	1:1	750818
27285	24084	1:1	864616
54936	100206	1:1	779254
1296	329941	1:1	574859
27095	27096	1:1	914422
55700	245877	1:1	573673
9967	230753	1:1	578126
79729	66938	1:1	847379
55194	230752	1:1	877744
HUMAN00731	74178	1:1	881052
84967	116748	1:1	895767
127700	230751	1:1	701222
64960	66407	1:1	
1441	12986	1:1	876851
2899	14807	1:1	811965
80149	230738	1:1	871965
64769	70088	1:1	820909
79753	76793	1:1	572419
HUMAN00745	75563	1:1	520316
29889	230737	1:1	887968
284654	192199	1:1	907936
55143	52276	1:1	884704
HUMAN00752	MOUSE33907	1:1	574526
149175	215090	1:1	685163
79693	230734	1:1	834776
127687	MOUSE33902	1:1	780131
4520	17764	1:1	877745
HUMAN00757	16330	1:1	555017
10946	75062	1:1	871643
2275	MOUSE33888	1:1	577822
51118	67205	1:1	872360
5453	18991	1:1	863698
64121	54170	1:1	845766
HUMAN00765	56309	1:1	859404
54933	230726	1:1	533600
79647	68050	1:1	912226
4725	MOUSE33876	1:1	284822
HUMAN00773	MOUSE33873	1:1	767238
353500	12163	n:1	
8761	230721	1:1	571973
26508	56198	1:1	879332
84618	230718	1:1	808891
51440	170638	1:1	573957
10450	56031	1:1	574308
656	12163	n:1	898870
64064	353371	1:m	
64064	64059	1:m	831660
54802	66966	1:1	918349
4610	16918	1:1	851823
84879	76574	1:1	572256
10487	12331	1:1	725887
5538	19063	1:1	888303
6018	MOUSE33827	1:1	831299
127391	69469	1:1	284917
10269	230709	1:1	673639
1298	12840	1:1	574003
64744	69780	1:1	574078
339559	381549	1:1	
64789	73172	1:1	789168
9783	242662	1:1	863935
4802	18046	1:1	573254
9132	60613	1:1	749528
163732	56222	1:1	777474
1503	51797	1:1	918006
200172	194219	1:1	848346
22955	29871	1:1	815458
1907	13615	1:1	844581
59269	16656	1:1	889806
2981	14916	1:1	865340
2980	14915	1:1	865339
22887	230700	1:1	864428
284716	194237	1:1	876936
84217	332934	1:1	871466
79717	106564	1:1	892184
728621	73332	1:1	576162
10465	66101	1:m	572062
10465	66101	1:m	
4904	22608	1:1	575638
149461	242653	1:1	797079
64175	56401	1:1	890932
79078	230696	1:1	694754
HUMAN00836	75180	1:1	564102
374969	69216	1:1	286208
114625	MOUSE33753	1:1	537364
51058	195522	1:1	583010
6513	20525	1:1	572704
HUMAN00844	75429	1:1	
10969	69072	1:1	572706
149465	68625	1:1	572881
128218	230678	1:1	876978
149466	66451	1:1	777384
7075	21846	1:1	578250
4352	17480	1:1	901743
991	107995	1:1	572485
64834	54325	1:1	721963
112950	80509	1:1	855579
23334	230676	1:1	876175
HUMAN00857	MOUSE33700	1:1	769449
5792	19268	1:1	578192
9682	230674	1:1	902402
6487	20441	1:1	871725
HUMAN00867	11876	1:1	688940
9670	230673	1:1	903326
1802	67728	1:1	915571
HUMAN00873	MOUSE33679	1:1	
8704	53418	1:1	904940
149473	MOUSE33671	1:1	762646
HUMAN00881	14664	1:1	832638
128209	75753	1:1	292426
55929	66233	1:1	892746
79639	68777	1:1	538852
339541	MOUSE33644	1:1	883462
11004	73804	1:1	578859
6202	100040298	1:1	917575
1263	MOUSE33638	1:1	573325
343521	242646	1:1	781131
149478	MOUSE33631	1:1	580220
8643	19207	1:1	846442
8891	108067	1:1	572138
79654	76608	1:1	554452
7389	22275	1:1	715320
57643	74464	1:1	861420
84842	242642	1:1	912206
4595	70603	1:1	512049
114034	68276	1:1	538685
10420	230661	1:1	872483
25974	67096	1:1	279987
5052	MOUSE33600	1:1	914731
10327	58810	1:1	842621
4678	50927	1:1	578272
149483	622665	1:1	876167
60313	77110	1:1	281898
51249	230657	1:1	553968
3652	16351	1:1	575358
23139	MOUSE33582	1:1	573516
110117499	MOUSE33578	1:m	
110117499	18710	1:m	577765
10103	66805	1:1	677705
110117498	67323	1:1	277217
55624	68273	1:1	860028
541468	68075	1:1	824117
8438	19366	1:1	571925
10489	230654	1:1	810714
7388	66576	n:1	580272
HUMAN00942	MOUSE33566	1:1	291844
2166	14073	1:1	732253
127343	140477	1:1	900058
105378696	76237	1:1	744616
148930	654462	1:1	281901
HUMAN00947	17346	1:1	576343
148932	100465	1:1	768587
64756	MOUSE33547	1:1	707955
374973	75173	1:1	833107
9813	230648	1:1	887906
1580	13120	1:1	866600
HUMAN00961	277753	n:m	
HUMAN00961	13118	n:m	866618
HUMAN00961	13117	n:m	
HUMAN00961	666168	n:m	
HUMAN00961	100040843	n:m	
260293	81906	1:1	866595
HUMAN00964	277753	n:m	
HUMAN00964	13118	n:m	
HUMAN00964	13117	n:m	866671
HUMAN00964	666168	n:m	
HUMAN00964	100040843	n:m	
10158	MOUSE33522	1:1	850571
6886	21349	1:1	890375
6491	20460	1:1	881803
51727	66588	1:1	916301
2301	30923	1:1	589525
2306	17301	1:1	758152
388630	666048	1:1	879187
200010	230612	1:1	885946
54558	67946	1:1	801670
84871	78933	1:1	837951
79656	67621	1:1	863348
1996	15572	1:1	573956
63950	242620	1:1	862351
11124	14084	1:1	762264
1031	12580	1:1	575283
284546	67646	1:1	
26994	29864	1:1	824530
22996	230603	1:1	746532
2060	13858	1:1	576734
114883	100273	1:1	521300
4898	230598	1:1	814041
5865	69908	1:1	545161
51060	66073	1:1	685807
112970	100087	1:1	842600
91408	70533	1:m	864215
91408	70533	1:m	
9372	230597	1:1	890609
200014	319965	1:1	701399
4998	18392	1:1	859427
84950	230596	1:1	572329
23318	230594	1:1	863822
2882	67305	1:1	864435
348378	545667	1:1	842358
65260	69893	1:1	573172
79699	414872	1:1	827520
440590	230590	1:1	831224
55268	52430	1:1	911588
6342	20280	1:1	907171
127435	242608	1:1	577513
6512	MOUSE33379	1:1	
HUMAN01024	12896	1:1	818007
54987	74098	1:1	853477
4116	17149	n:m	913862
4116	66441	n:m	
7804	16975	1:1	573013
63948	56296	1:1	875213
148979	230587	1:1	849776
55706	72787	1:1	734208
54432	230584	1:1	878423
1733	13370	1:1	800040
51668	72938	1:1	865536
115353	77809	1:1	817557
388633	546840	1:1	300299
9528	56374	1:1	862763
200008	242603	1:1	576510
606495	230582	1:1	850615
51253	56280	1:1	894946
23648	72475	1:1	572878
26027	329910	1:1	891999
338094	230579	1:1	778806
HUMAN01055	381538	1:1	876424
7268	72354	1:1	764252
25973	MOUSE33296	1:1	913358
55001	230576	1:1	879929
163747	242602	1:1	879511
1718	74754	1:1	885854
7809	140475	1:1	838091
255738	100102	1:1	576926
23358	MOUSE33286	1:1	786828
8613	67916	1:1	537235
5563	108079	1:1	572574
199920	242594	1:1	578833
731	230558	1:1	290393
732	110382	1:1	864989
HUMAN01073	13131	1:1	837140
115209	67013	1:1	763481
4070	56753	1:1	841870
114803	320713	1:1	861179
3725	16476	1:1	879741
55277	75578	1:1	682783
51361	77963	1:1	576635
1573	13110	1:m	866598
1573	74519	1:m	
127795	620779	1:1	840095
4774	18027	1:1	870474
HUMAN01084	94043	1:1	572730
HUMAN01087	12695	1:1	880065
54596	MOUSE33167	1:1	289311
163782	242553	1:1	574926
7398	230484	1:1	572828
85440	67299	1:1	521883
27329	30924	1:1	576451
84938	242557	1:1	882577
27022	15221	1:1	853270
HUMAN01099	320438	1:1	572018
23421	67733	1:1	793454
84455	MOUSE33192	1:1	891580
5236	MOUSE33195	1:1	860782
4919	26563	1:1	911427
HUMAN01105	381534	1:1	
HUMAN01106	MOUSE33200	1:1	876778
55225	242570	1:1	903590
3716	16451	1:1	883006
205	11639	1:1	916303
9829	MOUSE33210	1:1	578690
54741	230514	1:1	862683
3953	16847	1:1	894823
5142	18578	1:1	840286
HUMAN01116	73094	1:1	575390
200132	MOUSE33248	1:1	781127
10022	23919	1:1	885920
79819	242584	1:1	721797
57708	71148	1:1	897707
23169	MOUSE33262	1:1	822999
HUMAN01128	70941	1:1	
149233	209590	1:1	806198
3595	16162	1:1	902210
26135	66870	1:1	572847
1647	13197	1:1	833799
55970	14701	1:1	893417
79971	68151	1:1	887301
6121	19892	1:1	849581
55635	76131	1:1	887946
55631	67144	1:1	572460
9295	69207	1:1	
81573	433667	1:1	539284
1491	107869	1:1	805777
5733	19218	1:1	863281
9406	53861	1:1	574186
257194	320840	1:1	574026
8790	75540	1:1	804702
100526835	MOUSE31938	1:1	575350
127254	MOUSE31935	1:1	
1429	12972	1:1	835692
127253	209584	1:1	896134
431707	MOUSE31920	1:1	574668
204962	242259	1:1	
34	11364	1:1	691017
5876	19352	1:1	894974
4438	MOUSE31903	1:1	916067
127247	66772	1:1	854348
256435	20447	1:1	874717
81849	26938	1:1	830255
10026	329777	1:1	520180
26009	108946	1:1	874157
23032	170822	1:1	573541
374986	215708	1:1	895160
91624	68810	1:1	579100
HUMAN01186	MOUSE31853	1:1	573497
11080	67035	1:1	572418
54810	54120	1:1	879094
5737	19220	1:1	848197
10561	99899	1:1	799990
64123	170757	1:1	872404
HUMAN01195	MOUSE31827	1:1	288557
79739	70892	1:1	518125
5567	18749	1:1	573374
148418	75015	1:1	574716
58511	56629	1:1	803991
80135	70285	1:1	899605
2787	14707	1:1	283277
1486	74245	1:1	724987
117178	99167	1:1	828470
23566	65086	1:1	573943
255231	68279	1:1	892669
126820	242253	1:1	
55283	171166	1:1	892668
84144	MOUSE31782	1:1	899521
148423	66421	1:1	899539
8915	12042	1:1	849321
23576	69219	1:1	834744
3491	16007	1:1	292524
255631	71355	1:1	873461
57489	52184	1:1	574348
9635	229933	1:1	734592
HUMAN01225	23844	1:1	734594
22802	99709	1:m	734593
22802	99663	1:m	
51100	54673	1:1	539336
9403	93684	1:1	567389
9653	23908	n:1	841024
HUMAN01232	23908	n:1	
8543	16911	1:1	578314
5586	109333	1:1	771890
2959	229906	1:1	571856
56267	229905	1:1	835154
2633	14468	n:m	
2633	14469	n:m	
2634	14468	n:m	
2634	14469	n:m	804145
115361	55932	1:1	804146
115362	229898	1:1	
163351	76074	1:m	804148
163351	236573	1:m	
163351	17472	1:m	
